/University,of,New,Hampshire-,Coastal,Ocean,Observing,Center,,,,,,,,,,,
2009,49,45907,43.031,-70.5678,187,0.1,3.598,32.478,1019.5,383.798606,381.61712,-9999,-9999,25,,,,
2009,49,45927,43.0309,-70.5678,227,0.2,3.599,32.467,1019.5,384.226306,382.03981,-9999,-9999,25,,,,
2009,49,45947,43.0309,-70.5679,231,0.2,3.593,32.435,1019.5,384.653645,382.467809,-9999,-9999,25,,,,
2009,49,45967,43.0309,-70.5679,198,0.2,3.592,32.32,1019.5,385.074961,382.884605,-9999,-9999,25,,,,
2009,49,45987,43.0309,-70.5679,207,0.2,3.593,32.271,1019.5,385.306347,383.114236,-9999,-9999,25,,,,
2009,49,46007,43.0309,-70.5679,193,0.2,3.617,32.265,1019.5,385.291245,383.095932,-9999,-9999,25,,,,
2009,49,46027,43.0309,-70.5679,188,0.2,3.622,32.274,1019.5,385.407763,383.209588,-9999,-9999,25,,,,
2009,49,46047,43.0309,-70.5679,155,0.3,3.646,32.275,1019.5,385.459567,383.259258,-9999,-9999,25,,,,
2009,49,46067,43.0309,-70.5679,154,0.3,3.654,32.276,1019.5,385.508449,383.300689,-9999,-9999,25,,,,
2009,49,46087,43.0309,-70.5679,171,0.2,3.646,32.285,1019.5,385.63483,383.426472,-9999,-9999,25,,,,
2009,49,46107,43.0308,-70.5679,155,0.1,3.641,32.277,1019.5,385.684379,383.474641,-9999,-9999,25,,,,
2009,49,46127,43.0308,-70.5679,180,0.1,3.623,32.276,1019.5,385.765031,383.557273,-9999,-9999,25,,,,
2009,49,46147,43.0308,-70.5679,155,0.2,3.616,32.293,1019.5,385.789062,383.581887,-9999,-9999,25,,,,
2009,49,46167,43.0308,-70.5679,173,0.2,3.625,32.292,1019.5,385.925709,383.713154,-9999,-9999,25,,,,
2009,49,46187,43.0308,-70.5679,163,0.2,3.644,32.291,1019.5,385.941415,383.723453,-9999,-9999,25,,,,
2009,49,46207,43.0308,-70.5679,176,0.3,3.637,32.289,1019.5,385.88358,383.669875,-9999,-9999,25,,,,
2009,49,46227,43.0308,-70.5679,199,0.2,3.63,32.291,1019.5,385.800268,383.580598,-9999,-9999,25,,,,
2009,49,46247,43.0307,-70.568,182,0.2,3.595,32.293,1019.5,385.730282,383.516838,-9999,-9999,25,,,,
2009,49,46267,43.0307,-70.568,177,0.3,3.586,32.294,1019.5,385.741406,383.529637,-9999,-9999,25,,,,
2009,49,46287,43.0307,-70.568,200,0.2,3.584,32.291,1019.5,385.516557,383.301264,-9999,-9999,25,,,,
2009,49,46307,43.0307,-70.568,186,0.3,3.564,32.289,1019.5,385.398519,383.18669,-9999,-9999,25,,,,
2009,49,46327,43.0307,-70.568,180,0.4,3.543,32.289,1019.5,385.250205,383.037995,-9999,-9999,25,,,,
2009,49,46347,43.0306,-70.568,181,0.3,3.532,32.288,1019.5,385.014659,382.803444,-9999,-9999,25,,,,
2009,49,46367,43.0306,-70.568,182,0.2,3.531,32.287,1019.4,384.89621,382.681115,-9999,-9999,25,,,,
2009,49,46387,43.0306,-70.568,177,0.3,3.534,32.285,1019.4,384.629926,382.414007,-9999,-9999,25,,,,
2009,49,46407,43.0306,-70.568,165,0.2,3.512,32.278,1019.4,384.553386,382.338959,-9999,-9999,25,,,,
2009,49,46427,43.0305,-70.568,170,0.2,3.496,32.279,1019.4,384.466859,382.251611,-9999,-9999,25,,,,
2009,49,46447,43.0305,-70.568,164,0.2,3.493,32.271,1019.4,384.385299,382.175705,-9999,-9999,25,,,,
2009,49,46467,43.0305,-70.568,159,0.2,3.49,32.263,1019.4,384.239062,382.025545,-9999,-9999,25,,,,
2009,49,46487,43.0305,-70.568,153,0.3,3.487,32.255,1019.4,384.057725,381.847587,-9999,-9999,25,,,,
2009,49,46507,43.0305,-70.568,160,0.2,3.488,32.248,1019.4,383.815002,381.602376,-9999,-9999,25,,,,
2009,49,46527,43.0305,-70.568,164,0.2,3.482,32.288,1019.4,383.702762,381.492215,-9999,-9999,25,,,,
2009,49,46547,43.0304,-70.568,159,0.2,3.484,32.292,1019.4,383.641035,381.429811,-9999,-9999,25,,,,
2009,49,46567,43.0304,-70.568,151,0.2,3.484,32.289,1019.4,383.610135,381.39575,-9999,-9999,25,,,,
2009,49,46587,43.0304,-70.568,175,0.1,3.492,32.282,1019.4,383.684682,381.470943,-9999,-9999,25,,,,
2009,49,46607,43.0304,-70.568,168,0.2,3.524,32.276,1019.4,383.635292,381.413135,-9999,-9999,25,,,,
2009,49,46627,43.0304,-70.568,154,0.2,3.521,32.271,1019.4,383.40007,381.178622,-9999,-9999,25,,,,
2009,49,46647,43.0303,-70.568,168,0.3,3.509,32.272,1019.4,383.198163,380.98061,-9999,-9999,25,,,,
2009,49,46667,43.0303,-70.5679,176,0.2,3.5,32.273,1019.4,383.105583,380.891645,-9999,-9999,25,,,,
2009,49,46687,43.0303,-70.568,175,0.2,3.492,32.27,1019.4,383.14007,380.924761,-9999,-9999,25,,,,
2009,49,46707,43.0303,-70.5679,192,0.1,3.492,32.268,1019.4,383.031796,380.819967,-9999,-9999,25,,,,
2009,49,46727,43.0303,-70.5679,189,0.2,3.486,32.268,1019.4,382.888185,380.674375,-9999,-9999,25,,,,
2009,49,46747,43.0303,-70.5679,182,0.2,3.481,32.271,1019.4,382.732287,380.52321,-9999,-9999,25,,,,
2009,49,46767,43.0302,-70.5679,167,0.3,3.479,32.269,1019.4,382.759927,380.547518,-9999,-9999,25,,,,
2009,49,46787,43.0302,-70.5679,191,0.3,3.477,32.273,1019.4,382.913661,380.700192,-9999,-9999,25,,,,
2009,49,46807,43.0302,-70.5679,185,0.2,3.476,32.278,1019.4,383.169268,380.949893,-9999,-9999,25,,,,
2009,49,46827,43.0302,-70.5679,192,0.2,3.48,32.301,1019.4,383.356152,381.136417,-9999,-9999,25,,,,
2009,49,46847,43.0302,-70.5679,192,0.1,3.486,32.302,1019.4,383.458197,381.233078,-9999,-9999,25,,,,
2009,49,46867,43.0302,-70.5679,202,0.1,3.484,32.303,1019.4,383.447624,381.217867,-9999,-9999,25,,,,
2009,49,46887,43.0301,-70.5679,170,0.2,3.487,32.301,1019.3,383.268637,381.037969,-9999,-9999,25,,,,
2009,49,46907,43.0301,-70.5679,177,0.2,3.493,32.302,1019.3,383.362893,381.125126,-9999,-9999,25,,,,
2009,49,46927,43.0301,-70.5679,192,0.2,3.493,32.295,1019.3,383.138652,380.898842,-9999,-9999,25,,,,
2009,49,46947,43.0301,-70.5679,185,0.1,3.487,32.29,1019.3,382.920245,380.680575,-9999,-9999,25,,,,
2009,49,46967,43.0301,-70.5679,201,0.1,3.481,32.284,1019.3,383.004093,380.758045,-9999,-9999,25,,,,
2009,49,46987,43.03,-70.5679,189,0.2,3.476,32.279,1019.3,382.820439,380.571325,-9999,-9999,25,,,,
2009,49,47007,43.03,-70.5679,195,0.3,3.476,32.292,1019.3,382.767311,380.512268,-9999,-9999,25,,,,
2009,49,47027,43.03,-70.5679,198,0.4,3.478,32.285,1019.3,382.500227,380.244844,-9999,-9999,25,,,,
2009,49,47047,43.03,-70.5679,185,0.2,3.477,32.286,1019.3,382.507295,380.249464,-9999,-9999,25,,,,
2009,49,47067,43.03,-70.5679,196,0.2,3.481,32.291,1019.2,382.436178,380.172448,-9999,-9999,25,,,,
2009,49,47087,43.03,-70.5679,176,0.2,3.475,32.285,1019.2,382.394625,380.127641,-9999,-9999,25,,,,
2009,49,47107,43.0299,-70.568,194,0.2,3.475,32.291,1019.2,382.475777,380.210904,-9999,-9999,25,,,,
2009,49,47127,43.0299,-70.568,200,0.2,3.474,32.291,1019.2,382.549485,380.280653,-9999,-9999,25,,,,
2009,49,47147,43.0299,-70.568,189,0.2,3.474,32.284,1019.2,382.523226,380.254941,-9999,-9999,25,,,,
2009,49,47167,43.0299,-70.568,187,0.2,3.473,32.27,1019.2,382.599106,380.327898,-9999,-9999,25,,,,
2009,49,47187,43.0299,-70.568,191,0.2,3.468,32.273,1019.2,382.636069,380.368803,-9999,-9999,25,,,,
2009,49,47207,43.0298,-70.568,188,0.3,3.469,32.269,1019.2,382.516698,380.248336,-9999,-9999,25,,,,
2009,49,47227,43.0298,-70.568,216,0.4,3.466,32.268,1019.2,382.421087,380.152441,-9999,-9999,25,,,,
2009,49,47247,43.03,-70.568,147,1.9,3.466,32.274,1019.2,382.284642,380.010394,-9999,-9999,25,,,,
2009,49,47267,43.03,-70.5676,109,2.5,3.477,32.278,1019.2,382.131618,379.862027,-9999,-9999,25,,,,
2009,49,47287,43.0297,-70.5668,118,4.7,3.483,32.271,1019.2,381.874873,379.596905,-9999,-9999,25,,,,
2009,49,47307,43.0293,-70.5656,116,6,3.473,32.266,1019.2,381.666042,379.397511,-9999,-9999,25,,,,
2009,49,47327,43.0288,-70.5641,112,7,3.466,32.264,1019.2,381.671618,379.395608,-9999,-9999,25,,,,
2009,49,47347,43.0283,-70.5623,110,8.6,3.494,32.274,1019.2,381.72424,379.42925,-9999,-9999,25,,,,
2009,49,47367,43.0278,-70.5603,108,8.7,3.55,32.267,1019.1,381.892175,379.583273,-9999,-9999,25,,,,
2009,49,47387,43.0273,-70.5582,107,8.7,3.58,32.269,1019.2,382.121973,379.808625,-9999,-9999,25,,,,
2009,49,47407,43.0268,-70.5562,108,8.7,3.594,32.27,1019.2,383.161881,380.838438,-9999,-9999,25,,,,
2009,49,47427,43.0263,-70.5542,109,8.7,3.598,32.27,1019.1,384.378166,382.041302,-9999,-9999,25,,,,
2009,49,47447,43.0258,-70.5521,108,8.7,3.601,32.279,1019.1,385.035005,382.691865,-9999,-9999,25,,,,
2009,49,47467,43.0253,-70.5501,108,8.8,3.601,32.293,1019.1,385.503765,383.155372,-9999,-9999,25,,,,
2009,49,47487,43.0248,-70.5481,107,7.7,3.592,32.289,1019.2,386.05301,383.719662,-9999,-9999,25,,,,
2009,49,47507,43.0244,-70.5467,109,5.5,3.587,32.279,1019.2,386.645784,384.316956,-9999,-9999,25,,,,
2009,49,47527,43.0241,-70.5454,111,5.3,3.588,32.284,1019.2,387.102174,384.763585,-9999,-9999,25,,,,
2009,49,47547,43.0237,-70.5443,116,4.4,3.586,32.289,1019.2,387.393552,385.051763,-9999,-9999,25,,,,
2009,49,47567,43.0234,-70.5435,115,3,3.583,32.286,1019.2,387.922623,385.576481,-9999,-9999,25,,,,
2009,49,47587,43.0233,-70.5429,82,2.3,3.587,32.262,1019.2,388.37763,386.027905,-9999,-9999,25,,,,
2009,49,47607,43.0234,-70.5425,47,1,3.585,32.276,1019.1,388.570887,386.214816,-9999,-9999,25,,,,
2009,49,47627,43.0235,-70.5425,130,0.5,3.589,32.281,1019.1,389.223093,386.860089,-9999,-9999,25,,,,
2009,49,47647,43.0235,-70.5424,127,0.4,3.597,32.272,1019.1,390.348606,387.97411,-9999,-9999,25,,,,
2009,49,47667,43.0235,-70.5423,123,0.4,3.629,32.269,1019.1,390.259374,387.873805,-9999,-9999,25,,,,
2009,49,47687,43.0234,-70.5423,131,0.4,3.642,32.276,1019.1,390.007146,387.622595,-9999,-9999,25,,,,
2009,49,47707,43.0234,-70.5422,216,0.6,3.65,32.289,1019.1,390.144692,387.750674,-9999,-9999,25,,,,
2009,49,47727,43.0234,-70.5424,299,0.7,3.657,32.289,1019.1,390.912392,388.513785,-9999,-9999,25,,,,
2009,49,47747,43.0235,-70.5425,259,0.5,3.683,32.283,1019.1,391.128947,388.724615,-9999,-9999,25,,,,
2009,49,47767,43.0235,-70.5426,279,0.3,3.684,32.287,1019.1,391.348155,388.943686,-9999,-9999,25,,,,
2009,49,47787,43.0235,-70.5426,229,0.3,3.679,32.289,1019.1,391.665025,389.258462,-9999,-9999,25,,,,
2009,49,47807,43.0235,-70.5426,241,0.2,3.665,32.284,1019.1,391.981108,389.571818,-9999,-9999,25,,,,
2009,49,47827,43.0235,-70.5427,188,0.3,3.661,32.288,1019.1,392.05879,389.646178,-9999,-9999,25,,,,
2009,49,47847,43.0235,-70.5427,160,0.3,3.66,32.3,1019.1,391.909692,389.497908,-9999,-9999,25,,,,
2009,49,47867,43.0234,-70.5427,172,0.2,3.652,32.287,1019.1,391.67732,389.263343,-9999,-9999,25,,,,
2009,49,47887,43.0234,-70.5427,174,0.2,3.65,32.285,1019.1,391.18166,388.767489,-9999,-9999,25,,,,
2009,49,47907,43.0234,-70.5427,141,0.3,3.692,32.285,1019.1,390.695658,388.272519,-9999,-9999,25,,,,
2009,49,47927,43.0234,-70.5427,170,0.2,3.71,32.278,1019,390.204344,387.775237,-9999,-9999,25,,,,
2009,49,47947,43.0234,-70.5428,156,0.3,3.715,32.289,1019.1,389.868127,387.442103,-9999,-9999,25,,,,
2009,49,47967,43.0234,-70.5428,163,0.3,3.71,32.292,1019,389.843707,387.414738,-9999,-9999,25,,,,
2009,49,47987,43.0234,-70.5428,178,0.2,3.694,32.299,1019,389.740275,387.311129,-9999,-9999,25,,,,
2009,49,48007,43.0234,-70.5428,188,0.2,3.683,32.312,1019,389.638126,387.208211,-9999,-9999,25,,,,
2009,49,48027,43.0233,-70.5428,175,0.2,3.681,32.314,1019,389.549298,387.121654,-9999,-9999,25,,,,
2009,49,48047,43.0233,-70.5428,174,0.3,3.679,32.31,1019,389.491887,387.064561,-9999,-9999,25,,,,
2009,49,48067,43.0233,-70.5428,165,0.3,3.668,32.308,1019,389.260941,386.840817,-9999,-9999,25,,,,
2009,49,48087,43.0233,-70.5428,186,0.1,3.671,32.307,1019,389.227795,386.812805,-9999,-9999,25,,,,
2009,49,48107,43.0233,-70.5428,185,0.2,3.683,32.308,1019,389.056284,386.636767,-9999,-9999,25,,,,
2009,49,48127,43.0233,-70.5428,182,0.3,3.684,32.307,1019,388.871811,386.455923,-9999,-9999,25,,,,
2009,49,48147,43.0232,-70.5428,183,0.3,3.678,32.314,1019.1,388.934636,386.524505,-9999,-9999,25,,,,
2009,49,48167,43.0232,-70.5428,185,0.2,3.674,32.31,1019.1,388.922617,386.513768,-9999,-9999,25,,,,
2009,49,48187,43.0232,-70.5428,198,0.3,3.677,32.309,1019.1,388.916903,386.510293,-9999,-9999,25,,,,
2009,49,48207,43.0232,-70.5428,165,0.2,3.685,32.312,1019.1,388.789124,386.388671,-9999,-9999,25,,,,
2009,49,48227,43.0232,-70.5428,190,0.2,3.695,32.308,1019.1,388.815196,386.40629,-9999,-9999,25,,,,
2009,49,48247,43.0231,-70.5428,187,0.2,3.692,32.305,1019.1,388.795558,386.391784,-9999,-9999,25,,,,
2009,49,48267,43.0231,-70.5428,182,0.2,3.684,32.304,1019.1,388.770712,386.369653,-9999,-9999,25,,,,
2009,49,48287,43.0231,-70.5428,189,0.2,3.678,32.301,1019.1,388.981712,386.579009,-9999,-9999,25,,,,
2009,49,48307,43.0231,-70.5428,185,0.3,3.678,32.298,1019.1,389.105054,386.70167,-9999,-9999,25,,,,
2009,49,48327,43.0231,-70.5428,187,0.2,3.678,32.298,1019.1,389.252118,386.847866,-9999,-9999,25,,,,
2009,49,48347,43.023,-70.5428,180,0.3,3.676,32.294,1019.1,389.180827,386.779052,-9999,-9999,25,,,,
2009,49,48367,43.023,-70.5428,177,0.2,3.677,32.285,1019.1,389.081708,386.675785,-9999,-9999,25,,,,
2009,49,48387,43.023,-70.5428,177,0.2,3.673,32.284,1019.1,389.170357,386.766405,-9999,-9999,25,,,,
2009,49,48407,43.023,-70.5428,197,0.2,3.663,32.287,1019.1,388.990076,386.591206,-9999,-9999,25,,,,
2009,49,48427,43.023,-70.5428,193,0.2,3.668,32.288,1019.1,388.787099,386.388634,-9999,-9999,25,,,,
2009,49,48447,43.0229,-70.5428,178,0.1,3.663,32.289,1019.1,388.717227,386.318659,-9999,-9999,25,,,,
2009,49,48467,43.0229,-70.5428,191,0.3,3.652,32.289,1019.1,388.682059,386.290147,-9999,-9999,25,,,,
2009,49,48487,43.0229,-70.5428,183,0.2,3.653,32.295,1019.1,388.553622,386.162283,-9999,-9999,25,,,,
2009,49,48507,43.0229,-70.5428,190,0.2,3.644,32.298,1019.1,388.419663,386.033941,-9999,-9999,25,,,,
2009,49,48527,43.0229,-70.5428,164,0.2,3.653,32.298,1019.1,388.318766,385.930446,-9999,-9999,25,,,,
2009,49,48547,43.0228,-70.5428,184,0.2,3.656,32.3,1019.1,388.222512,385.835739,-9999,-9999,25,,,,
2009,49,48567,43.0228,-70.5428,171,0.2,3.655,32.3,1019.1,388.147765,385.764091,-9999,-9999,25,,,,
2009,49,48587,43.0228,-70.5428,166,0.3,3.653,32.3,1019.1,388.05669,385.676928,-9999,-9999,25,,,,
2009,49,48607,43.0228,-70.5428,178,0.3,3.676,32.298,1019.1,388.126908,385.738538,-9999,-9999,25,,,,
2009,49,48627,43.0227,-70.5429,167,0.3,3.688,32.301,1019.1,388.089415,385.700121,-9999,-9999,25,,,,
2009,49,48647,43.0227,-70.5429,178,0.2,3.714,32.309,1019.1,388.073879,385.681853,-9999,-9999,25,,,,
2009,49,48667,43.0227,-70.5429,178,0.4,3.727,32.3,1019.1,388.024238,385.622856,-9999,-9999,25,,,,
2009,49,48687,43.0227,-70.5429,178,0.2,3.732,32.294,1019.1,388.237147,385.836758,-9999,-9999,25,,,,
2009,49,48707,43.0226,-70.5429,174,0.2,3.735,32.303,1019.1,388.397337,385.999332,-9999,-9999,25,,,,
2009,49,48727,43.0226,-70.5429,169,0.2,3.735,32.288,1019.1,388.698049,386.300669,-9999,-9999,25,,,,
2009,49,48747,43.0226,-70.5429,196,0.2,3.714,32.275,1019.1,388.949776,386.549594,-9999,-9999,25,,,,
2009,49,48767,43.0226,-70.5429,180,0.3,3.697,32.277,1019.1,389.193137,386.79581,-9999,-9999,25,,,,
2009,49,48787,43.0225,-70.5429,185,0.3,3.693,32.28,1019.1,389.152564,386.757384,-9999,-9999,25,,,,
2009,49,48807,43.0225,-70.5429,174,0.2,3.682,32.284,1019.1,389.175254,386.778692,-9999,-9999,25,,,,
2009,49,48827,43.0225,-70.543,179,0.3,3.692,32.282,1019.1,389.082971,386.686751,-9999,-9999,25,,,,
2009,49,48847,43.0225,-70.543,187,0.2,3.694,32.278,1019.1,388.862953,386.465317,-9999,-9999,25,,,,
2009,49,48867,43.0225,-70.543,192,0.2,3.702,32.279,1019.1,389.009268,386.610044,-9999,-9999,25,,,,
2009,49,48887,43.0224,-70.543,195,0.3,3.713,32.289,1019.1,389.166942,386.759891,-9999,-9999,25,,,,
2009,49,48907,43.0224,-70.543,192,0.3,3.725,32.274,1019.1,389.307394,386.898454,-9999,-9999,25,,,,
2009,49,48927,43.0224,-70.543,194,0.2,3.73,32.271,1019.1,389.610542,387.20361,-9999,-9999,25,,,,
2009,49,48947,43.0224,-70.543,179,0.2,3.729,32.281,1019.1,390.037508,387.627342,-9999,-9999,25,,,,
2009,49,48967,43.0223,-70.543,190,0.2,3.709,32.301,1019.1,390.44892,388.03831,-9999,-9999,25,,,,
2009,49,48987,43.0223,-70.543,198,0.2,3.697,32.307,1019.1,390.678858,388.267688,-9999,-9999,25,,,,
2009,49,49007,43.0223,-70.543,193,0.2,3.685,32.308,1019.1,390.860154,388.450913,-9999,-9999,25,,,,
2009,49,49027,43.0223,-70.543,146,0.6,3.679,32.308,1019.1,390.89901,388.487859,-9999,-9999,25,,,,
2009,49,49047,43.0224,-70.5427,67,2.2,3.676,32.308,1019.1,390.953499,388.544747,-9999,-9999,25,,,,
2009,49,49067,43.0224,-70.5421,103,2.7,3.718,32.309,1019.1,390.586179,388.166392,-9999,-9999,25,,,,
2009,49,49087,43.0223,-70.5413,93,4.1,3.713,32.308,1019.1,390.221897,387.803642,-9999,-9999,25,,,,
2009,49,49107,43.0223,-70.5402,94,4.4,3.685,32.307,1019.1,389.793065,387.379325,-9999,-9999,25,,,,
2009,49,49127,43.0222,-70.5392,100,4.5,3.658,32.293,1019.1,389.678114,387.271648,-9999,-9999,25,,,,
2009,49,49147,43.022,-70.538,106,5.1,3.648,32.325,1019.1,389.437093,387.031517,-9999,-9999,25,,,,
2009,49,49167,43.0216,-70.5369,116,5.1,3.677,32.349,1019,389.197501,386.780028,-9999,-9999,25,,,,
2009,49,49187,43.0212,-70.5357,118,5.2,3.742,32.368,1019,388.87043,386.443866,-9999,-9999,25,,,,
2009,49,49207,43.0207,-70.5346,119,5.3,3.793,32.366,1019,388.956433,386.518506,-9999,-9999,25,,,,
2009,49,49227,43.0203,-70.5334,110,5.2,3.824,32.339,1019,390.012549,387.561281,-9999,-9999,25,,,,
2009,49,49247,43.02,-70.5322,106,5.2,3.845,32.334,1019,391.666204,389.197624,-9999,-9999,25,,,,
2009,49,49267,43.0197,-70.531,108,5.2,3.844,32.319,1019,393.177885,390.701939,-9999,-9999,25,,,,
2009,49,49287,43.0194,-70.5298,106,5.2,3.845,32.325,1019.1,394.261519,391.784264,-9999,-9999,25,,,,
2009,49,49307,43.0192,-70.5285,107,5.2,3.855,32.337,1019.1,394.916125,392.434304,-9999,-9999,25,,,,
2009,49,49327,43.0189,-70.5273,107,5.2,3.867,32.328,1019.1,395.297002,392.809481,-9999,-9999,25,,,,
2009,49,49347,43.0186,-70.5261,108,5.2,3.881,32.334,1019.1,395.561649,393.07174,-9999,-9999,25,,,,
2009,49,49367,43.0183,-70.5248,106,5.3,3.905,32.34,1019.1,395.927475,393.42893,-9999,-9999,25,,,,
2009,49,49387,43.018,-70.5236,106,5.3,3.915,32.367,1019.1,396.222692,393.727523,-9999,-9999,25,,,,
2009,49,49407,43.0177,-70.5224,106,5.3,3.931,32.357,1019.1,396.351304,393.84635,-9999,-9999,25,,,,
2009,49,49427,43.0175,-70.5211,106,5.3,3.952,32.373,1019.1,396.485491,393.981024,-9999,-9999,25,,,,
2009,49,49447,43.0172,-70.5199,106,5.3,3.971,32.375,1019.1,396.564065,394.053802,-9999,-9999,25,,,,
2009,49,49467,43.0169,-70.5186,106,5.6,3.981,32.395,1019.1,397.052837,394.532405,-9999,-9999,25,,,,
2009,49,49487,43.0166,-70.5171,107,7.1,3.993,32.388,1019,398.269465,395.724917,-9999,-9999,25,,,,
2009,49,49507,43.0161,-70.5153,106,8.6,4.005,32.369,1019,399.808757,397.237169,-9999,-9999,25,,,,
2009,49,49527,43.0157,-70.5132,105,8.8,4.009,32.367,1019,401.094192,398.512658,-9999,-9999,25,,,,
2009,49,49547,43.0153,-70.5111,106,8.9,4.017,32.368,1018.9,402.327342,399.72362,-9999,-9999,25,,,,
2009,49,49567,43.0148,-70.509,106,8.8,4.047,32.367,1018.9,403.605645,400.984614,-9999,-9999,25,,,,
2009,49,49587,43.0143,-70.5069,107,8.8,4.082,32.38,1018.9,404.445355,401.806096,-9999,-9999,25,,,,
2009,49,49607,43.0139,-70.5049,107,8.8,4.106,32.38,1018.9,404.929217,402.278354,-9999,-9999,25,,,,
2009,49,49627,43.0134,-70.5028,105,8.9,4.13,32.371,1018.9,405.344719,402.684504,-9999,-9999,25,,,,
2009,49,49647,43.013,-70.5007,103,8.8,4.137,32.372,1018.9,405.32103,402.649255,-9999,-9999,25,,,,
2009,49,49667,43.0126,-70.4986,106,8.8,4.157,32.385,1018.9,405.660145,402.984161,-9999,-9999,25,,,,
2009,49,49687,43.0121,-70.4965,108,8.8,4.163,32.366,1018.9,405.879978,403.189652,-9999,-9999,25,,,,
2009,49,49707,43.0116,-70.4944,109,8.9,4.158,32.381,1018.8,405.974362,403.278594,-9999,-9999,25,,,,
2009,49,49727,43.0111,-70.4924,107,8.8,4.156,32.405,1018.8,406.114007,403.417233,-9999,-9999,25,,,,
2009,49,49747,43.0105,-70.4903,109,8.9,4.146,32.391,1018.8,406.135441,403.432778,-9999,-9999,25,,,,
2009,49,49767,43.01,-70.4883,108,8.8,4.108,32.353,1018.8,406.134748,403.436651,-9999,-9999,25,,,,
2009,49,49787,43.0095,-70.4862,108,8.9,4.07,32.342,1018.8,405.937696,403.244145,-9999,-9999,25,,,,
2009,49,49807,43.009,-70.4841,108,8.9,4.051,32.342,1018.8,405.665929,402.973863,-9999,-9999,25,,,,
2009,49,49827,43.0085,-70.4821,108,8.9,4.033,32.348,1018.8,405.451667,402.754706,-9999,-9999,25,,,,
2009,49,49847,43.008,-70.48,108,8.9,4.024,32.346,1018.8,405.091159,402.396266,-9999,-9999,25,,,,
2009,49,49867,43.0075,-70.4779,108,8.9,4.019,32.345,1018.8,404.723797,402.031802,-9999,-9999,25,,,,
2009,49,49887,43.007,-70.4758,108,8.9,4.017,32.358,1018.8,404.614872,401.919574,-9999,-9999,25,,,,
2009,49,49907,43.0065,-70.4737,106,8.9,4.017,32.364,1018.7,404.524264,401.823204,-9999,-9999,25,,,,
2009,49,49927,43.006,-70.4716,107,8.9,4.037,32.362,1018.7,404.772821,402.067863,-9999,-9999,25,,,,
2009,49,49947,43.0055,-70.4696,107,8.8,4.066,32.368,1018.7,404.920634,402.204037,-9999,-9999,25,,,,
2009,49,49967,43.005,-70.4675,108,8.9,4.097,32.394,1018.7,404.705919,401.976753,-9999,-9999,25,,,,
2009,49,49987,43.0046,-70.4654,106,8.9,4.195,32.439,1018.7,404.736492,401.988701,-9999,-9999,25,,,,
2009,49,50007,43.0041,-70.4633,108,8.9,4.317,32.457,1018.7,405.224202,402.438725,-9999,-9999,25,,,,
2009,49,50027,43.0036,-70.4613,107,8.9,4.383,32.437,1018.7,407.170033,404.364435,-9999,-9999,25,,,,
2009,49,50047,43.0031,-70.4592,106,8.8,4.423,32.458,1018.7,411.437507,408.592936,-9999,-9999,25,,,,
2009,49,50067,43.0026,-70.4571,105,8.8,4.449,32.473,1018.7,416.547026,413.657733,-9999,-9999,25,,,,
2009,49,50087,43.0022,-70.455,105,8.9,4.467,32.457,1018.7,420.636317,417.706199,-9999,-9999,25,,,,
2009,49,50107,43.0018,-70.4529,106,8.8,4.478,32.453,1018.7,423.90126,420.939238,-9999,-9999,25,,,,
2009,49,50127,43.0013,-70.4508,106,8.9,4.481,32.465,1018.7,426.25534,423.272977,-9999,-9999,25,,,,
2009,49,50147,43.0008,-70.4487,107,8.8,4.495,32.472,1018.6,428.136372,425.128664,-9999,-9999,25,,,,
2009,49,50167,43.0004,-70.4467,105,8.9,4.508,32.465,1018.6,429.46496,426.449436,-9999,-9999,25,,,,
2009,49,50187,42.9999,-70.4446,105,8.8,4.497,32.455,1018.6,430.460246,427.440899,-9999,-9999,25,,,,
2009,49,50207,42.9995,-70.4425,104,8.9,4.462,32.47,1018.6,431.425131,428.394422,-9999,-9999,25,,,,
2009,49,50227,42.9991,-70.4404,106,8.9,4.423,32.467,1018.6,432.10748,429.088637,-9999,-9999,25,,,,
2009,49,50247,42.9986,-70.4383,106,8.9,4.388,32.463,1018.6,432.076597,429.054337,-9999,-9999,25,,,,
2009,49,50267,42.9982,-70.4362,106,8.9,4.364,32.456,1018.6,431.030536,428.024595,-9999,-9999,25,,,,
2009,49,50287,42.9977,-70.4341,106,8.9,4.35,32.436,1018.6,429.101405,426.103237,-9999,-9999,25,,,,
2009,49,50307,42.9972,-70.432,106,8.8,4.325,32.439,1018.6,426.898375,423.916275,-9999,-9999,25,,,,
2009,49,50327,42.9968,-70.43,108,8.8,4.313,32.444,1018.6,425.379771,422.405022,-9999,-9999,25,,,,
2009,49,50347,42.9963,-70.4279,107,8.9,4.307,32.439,1018.6,423.823832,420.865103,-9999,-9999,25,,,,
2009,49,50367,42.9958,-70.4258,106,8.9,4.305,32.444,1018.6,422.45944,419.504302,-9999,-9999,25,,,,
2009,49,50387,42.9953,-70.4237,106,8.9,4.308,32.438,1018.5,421.180384,418.222645,-9999,-9999,25,,,,
2009,49,50407,42.9949,-70.4215,106,8.8,4.317,32.434,1018.5,420.256017,417.295486,-9999,-9999,25,,,,
2009,49,50427,42.9944,-70.4195,106,8.9,4.324,32.434,1018.5,419.759235,416.795454,-9999,-9999,25,,,,
